Number,Long Description (Family),Compatible Standard,Manufacturer,Material,Material Code,Long Description (Size),Short Description,Spec,Size,Line Number Tag,Design Std,Content Iso Symbol Definition,Design Pressure Factor,End Type,Engagement Length,Facing,Flange Std,Gasket Std,Port Unit,Nominal Diameter,X Coordinate (Port 1),Y Coordinate (Port 1),COP Elevation (Port 1),Pressure Class,Schedule,Status,Wall Thickness,Weight,Weight Unit,Required Spec,Insulation Thickness,Insulation Type,Service,Tag,Tie In Number,Shop/Field,DWG Number,PnPID,Item Code,Matching Pipe OD,Flange Thickness,Center of Gravity X,Center of Gravity Y,Center of Gravity Z,Tracing Type,Tracing Spec,Insulation Spec,Spool Number,Unit,Top of Pipe,Bottom of Pipe,Length,Valve Alignment,Valve Detail,Valve Body Type,Flow Dependent,Offset,Operator Type,Actuator Type,Actuator Height,Actuator Width,Control Valve,Valve Code,Normally,Failure,End Connections,Code
,"Globe Valve, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GLOBE VALVE, 10"" ND, 300 LB, RF, ASME B16.10, 24 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=37"", W=31 1/2""",Globe Valve,CS300,"10""",?,,"SKEY=VGFL,TYPE=VALVE",,FL,0,RF,,,in,10,8080.303869,-345.06377,25.375,300,,New,,,,,,,,?-?,,SHOP,2-B-1000,9587,,10.75,,,,,,,,,,30.75,20,24.5,Inline,Continuous,Globe,False,,Manual,HandWheel,37,31.5,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 10"" ND, 300 LB, RF, ASME B16.10, 18"" LG, ASTM A216 GR WPB, HAND WHEEL, H=49"", W=23 13/25""",Gate Valve,CS300,"10""",10001,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,10,7986.574521,-583.879715,24.375,300,,New,,,,,,,P,?-?,,SHOP,2-B-1000,9926,,10.75,,,,,,,,,,29.75,19,18,Inline,Continuous,Gate,False,,Manual,HandWheel,49,23.52,,,,,,
,"Globe Valve, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GLOBE VALVE, 8"" ND, 300 LB, RF, ASME B16.10, 22"" LG, ASTM A216 GR WPB, HAND WHEEL, H=31 1/2"", W=31 1/2""",Globe Valve,CS300,"8""",10001,,"SKEY=VGFL,TYPE=VALVE",,FL,0,RF,,,in,8,8080.834818,-583.879715,24.375,300,,New,,,,,,,P,?-?,,SHOP,2-B-1000,10386,,8.625,,,,,,,,,,28.6875,20.0625,22,Inline,Continuous,Globe,False,,Manual,HandWheel,31.5,31.5,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 12"" ND, 300 LB, RF, ASME B16.10, 19 3/4"" LG, ASTM A216 GR WPB, HAND WHEEL, H=59 1/4"", W=31 1/2""",Gate Valve,CS300,"12""",?,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,12,8184.815337,-345.06377,25.375,300,,New,,,,,,,,?-?,,SHOP,2-B-1000,10805,,12.75,,,,,,,,,,31.75,19,19.75,Inline,Continuous,Gate,False,,Manual,HandWheel,59.25,31.5,,,,,,
,"Gate Valve, Solid Wedge, 150 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 2"" ND, 150 LB, RF, ASME B16.10, 7"" LG, ASTM A216 GR WPB, HAND WHEEL, H=15"", W=8""",Gate Valve,CS150,"2""",?,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,2,860.980949,102.394878,241.1875,150,,New,,,,,,,,?-?,,SHOP,2-B-1000,12172,,2.375,,,,,,,,,,242.375,240,7,Inline,Continuous,Gate,False,,Manual,HandWheel,15,8,,,,,,
,"Globe Valve, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GLOBE VALVE, 10"" ND, 300 LB, RF, ASME B16.10, 24 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=37"", W=31 1/2""",Globe Valve,CS300,"10""",10001,,"SKEY=VGFL,TYPE=VALVE",,FL,0,RF,,,in,10,8079.351453,-539.379715,24.375,300,,New,,,,,,,P,?-?,,SHOP,2-B-1000,12648,,10.75,,,,,,,,,,29.75,19,24.5,Inline,Continuous,Globe,False,,Manual,HandWheel,37,31.5,,,,,,
,"Ball Valve, Long Pattern, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BALL VALVE, LONG PATTERN, 8"" ND, 300 LB, RF, ASME B16.10, 19 3/4"" LG, ASTM A216 GR WPB, HAND LEVER, H=8 3/4"", W=14""",Ball Valve,CS300,"8""",?,Long Pattern,"SKEY=VBFL,TYPE=VALVE",,FL,,RF,,,in,8,1083.694246,96.163782,216.3125,300,,New,,,,,,,,?-?,,SHOP,2-B-1000,12675,,8.625,,,,,,,,,,220.625,212,19.75,Inline,Continuous,Ball,False,,Manual,HandLever,8.75,14,,,,,,
,"Globe Valve, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GLOBE VALVE, 10"" ND, 300 LB, RF, ASME B16.10, 24 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=37"", W=31 1/2""",Globe Valve,CS300,"10""",?,,"SKEY=VGFL,TYPE=VALVE",,FL,0,RF,,,in,10,8080.503707,-416.990789,25.375,300,,New,,,,,,,,?-?,,SHOP,2-B-1000,12977,,10.75,,,,,,,,,,30.75,20,24.5,Inline,Continuous,Globe,False,,Manual,HandWheel,37,31.5,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 12"" ND, 300 LB, RF, ASME B16.10, 19 3/4"" LG, ASTM A216 GR WPB, HAND WHEEL, H=59 1/4"", W=31 1/2""",Gate Valve,CS300,"12""",?,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,12,7984.228189,-416.990789,25.375,300,,New,,,,,,,,?-?,,SHOP,2-B-1000,13328,,12.75,,,,,,,,,,31.75,19,19.75,Inline,Continuous,Gate,False,,Manual,HandWheel,59.25,31.5,,,,,,
,"Ball Valve, Long Pattern, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BALL VALVE, LONG PATTERN, 8"" ND, 300 LB, RF, ASME B16.10, 19 3/4"" LG, ASTM A216 GR WPB, HAND LEVER, H=8 3/4"", W=14""",Ball Valve,CS300,"8""",?,Long Pattern,"SKEY=VBFL,TYPE=VALVE",,FL,,RF,,,in,8,1110.662664,121.00407,217.3125,300,,New,,,,,,,,?-?,,SHOP,2-B-1000,14823,,8.625,,,,,,,,,,221.625,213,19.75,Inline,Continuous,Ball,False,,Manual,HandLever,8.75,14,,,,,,
,"Gate Valve, Solid Wedge, 150 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 2"" ND, 150 LB, RF, ASME B16.10, 7"" LG, ASTM A216 GR WPB, HAND WHEEL, H=15"", W=8""",Gate Valve,CS150,"2""",?,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,2,849.001063,101.912766,241.1875,150,,New,,,,,,,,?-?,,SHOP,2-B-1000,15278,,2.375,,,,,,,,,,242.375,240,7,Inline,Continuous,Gate,False,,Manual,HandWheel,15,8,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 12"" ND, 300 LB, RF, ASME B16.10, 19 3/4"" LG, ASTM A216 GR WPB, HAND WHEEL, H=59 1/4"", W=31 1/2""",Gate Valve,CS300,"12""",?,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,12,7984.228189,-345.06377,25.375,300,,New,,,,,,,,?-?,,SHOP,2-B-1000,15576,,12.75,,,,,,,,,,31.75,19,19.75,Inline,Continuous,Gate,False,,Manual,HandWheel,59.25,31.5,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 12"" ND, 300 LB, RF, ASME B16.10, 19 3/4"" LG, ASTM A216 GR WPB, HAND WHEEL, H=59 1/4"", W=31 1/2""",Gate Valve,CS300,"12""",?,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,12,8184.815337,-416.990789,25.375,300,,New,,,,,,,,?-?,,SHOP,2-B-1000,15841,,12.75,,,,,,,,,,31.75,19,19.75,Inline,Continuous,Gate,False,,Manual,HandWheel,59.25,31.5,,,,,,
,"Gate Valve, Double Disc, 150 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, DOUBLE DISC, 4"" ND, 150 LB, RF, ASME B16.10, 9"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=11 3/4""",Gate Valve,CS150,"4""",6001,Double Disc,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,2884.094311,142.869366,132.37,150,,New,,,,,,,,?-?,,SHOP,2-B-1000,16162,,4.5,,,,,,,,,,134.62,130.12,9,Inline,Continuous,Gate,False,,Manual,HandWheel,27,11.75,,,,,,
,PH IMPERIAL Valve,,,,,"PH IMPERIAL Valve ND 8""",Valve,PlaceHolder Imperial,"8""",?,,"SKEY=VVFL,TYPE=VALVE",,Universal_ET,,,,,in,8,8070.991369,-299.06377,25.375,,,New,,,,,,,,?-?,,SHOP,2-B-1000,17841,,8.625,,,,,,,,,,29.6875,21.0625,43.125,Inline,,,False,False,,,,,,,,,,
,PH IMPERIAL Valve,,,,,"PH IMPERIAL Valve ND 8""",Valve,PlaceHolder Imperial,"8""",?,,"SKEY=VVFL,TYPE=VALVE",,Universal_ET,,,,,in,8,8071.191207,-462.990789,25.375,,,New,,,,,,,,?-?,,SHOP,2-B-1000,17938,,8.625,,,,,,,,,,29.6875,21.0625,43.125,Inline,,,False,False,,,,,,,,,,
,"Gate Valve, Solid Wedge, 150 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 2"" ND, 150 LB, RF, ASME B16.10, 7"" LG, ASTM A216 GR WPB, HAND WHEEL, H=15"", W=8""",Gate Valve,CS150,"2""",?,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,2,837.012065,101.792253,241.1875,150,,New,,,,,,,,?-?,,SHOP,2-B-1000,18408,,2.375,,,,,,,,,,242.375,240,7,Inline,Continuous,Gate,False,,Manual,HandWheel,15,8,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 8"" ND, 300 LB, RF, ASME B16.10, 16 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=43"", W=23 1/2""",Gate Valve,CS300,"8""",6-P-1021,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,8,7369,883.9745,29.4745,300,,New,,,,,,,,?-?,,SHOP,,23619,,8.625,,,,,,,,,,33.787,25.162,16.5,Inline,Continuous,Gate,False,,Manual,HandWheel,43,23.5,,,,,,
,"Gate Valve, Solid Wedge, 150 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 10"" ND, 150 LB, RF, ASME B16.10, 13"" LG, ASTM A216 GR WPB, HAND WHEEL, H=49 3/4"", W=23 1/2""",Gate Valve,CS150,"10""",6-P-1035,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,10,8203.035503,2449.632468,69.2725,150,,New,,,,,,,,?-?,,SHOP,,23723,,10.75,,,,,,,,,,74.6475,63.8975,13,Inline,Continuous,Gate,False,,Manual,HandWheel,49.75,23.5,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1024,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,7384,867.015,585.9055,300,,New,,,,,,,,?-?,,SHOP,,23861,,4.5,,,,,,,,,,588.1555,583.6555,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
101,Control Valve,,,,,Control Valve,Valve,CustomParts Imperial,"8""",P1003,,"SKEY=CVFL,TYPE=INSTRUMENT",,FL,,RF,,,in,8,7858,686.256271,25.0625,300,,New,,,,,,,,CV-101,,SHOP,,23976,,8.625,,,,,,,,,,29.375,20.75,43.125,Inline,,,False,False,,,,,,,,,,CV
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 10"" ND, 300 LB, RF, ASME B16.10, 18"" LG, ASTM A216 GR WPB, HAND WHEEL, H=49"", W=23 13/25""",Gate Valve,CS300,"10""",6-P-1004,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,10,8410.7324,1019.5,32.402,300,,New,,,,,,,P,?-?,,SHOP,,24020,,10.75,,,,,,,,,,37.777,27.027,18,Inline,Continuous,Gate,False,,Manual,HandWheel,49,23.52,,,,,,
,"Check Valve, Swing, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB",ASME B16.10,,CS,ASTM A216 Gr WPB,"CHECK VALVE, SWING, 6"" ND, 300 LB, RF, ASME B16.10, 17 1/2"" LG, ASTM A216 GR WPB",Check Valve,CS300,"6""",6-P-1024,Swing,"SKEY=VCFL,TYPE=VALVE",,FL,0,RF,ASME B16.5,,in,6,7369,952.9055,12,300,,New,,,,,,,,?-?,,SHOP,,24074,,6.625,,,,,,,,,,15.3125,8.6875,17.5,Inline,Continuous,Check,True,,,,,,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1022,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,8360,1227.015,626.0945,300,,New,,,,,,,,?-?,,SHOP,,24076,,4.5,,,,,,,,,,628.3445,623.8445,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Gate Valve, Double Disc, 300 LB, RF, ASME B16.10, ASTM A 351 Gr CF8M, Hand Wheel",ASME B16.10,,CS,ASTM A 351 Gr CF8M,"GATE VALVE, DOUBLE DISC, 6"" ND, 300 LB, RF, ASME B16.10, 15 22/25"" LG, ASTM A 351 GR CF8M, HAND WHEEL, H=36"", W=19 1/2""",Gate Valve,CS300,"6""",6-P-1000,Double Disc,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,6,7223.141598,1932.090958,24,300,,New,,,,,,,P,?-?,,SHOP,,24185,,6.625,,,,,,,,,,27.3125,20.6875,15.88,Inline,Continuous,Gate,False,,Manual,HandWheel,36,19.5,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, FPT, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 3/4"" ND, 300 LB, FPT, ASME B16.10, 6"" LG, ASTM A216 GR WPB, HAND WHEEL, H=18"", W=9 3/4""",Gate Valve,CS300,"3/4""",6-P-1050,Solid Wedge,"SKEY=VTSC,TYPE=VALVE",,THDF,0.55,,,,in,0.75,8006.594505,1238.713647,626.870441,300,,New,,,,,,,,?-?,,SHOP,,24214,,1.05,,,,,,,,,,627.395441,626.345441,6,Inline,Continuous,Gate,False,,Manual,HandWheel,18,9.75,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1025,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,7384,1107.015,626.0945,300,,New,,,,,,,,?-?,,SHOP,,24298,,4.5,,,,,,,,,,628.3445,623.8445,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 8"" ND, 300 LB, RF, ASME B16.10, 16 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=43"", W=23 1/2""",Gate Valve,CS300,"8""",6-P-1001,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,8,7254.391598,1903.236458,70.5278,300,,New,,,,,,,P,?-?,,SHOP,,24422,,8.625,,,,,,,,,,74.8403,66.2153,16.5,Inline,Continuous,Gate,False,,Manual,HandWheel,43,23.5,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 10"" ND, 300 LB, RF, ASME B16.10, 18"" LG, ASTM A216 GR WPB, HAND WHEEL, H=49"", W=23 13/25""",Gate Valve,CS300,"10""",6-P-1004,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,10,8410.7324,906.5,32.402,300,,New,,,,,,,P,?-?,,SHOP,,24542,,10.75,,,,,,,,,,37.777,27.027,18,Inline,Continuous,Gate,False,,Manual,HandWheel,49,23.52,,,,,,
,"Globe Valve, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GLOBE VALVE, 8"" ND, 300 LB, RF, ASME B16.10, 22"" LG, ASTM A216 GR WPB, HAND WHEEL, H=31 1/2"", W=31 1/2""",Globe Valve,CS300,"8""",P1003,,"SKEY=VGFL,TYPE=VALVE",,FL,0,RF,,,in,8,7858,664.292399,81.871,300,,New,,,,,,,,?-?,,SHOP,,24555,,8.625,,,,,,,,,,86.1835,77.5585,22,Inline,Continuous,Globe,False,,Manual,HandWheel,31.5,31.5,,,,,,
,"Gate Valve, Solid Wedge, 150 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 150 LB, RF, ASME B16.10, 9"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=11 3/4""",Gate Valve,CS150,"4""",6-P-1051,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,7858,851,47.168768,150,,New,,,,,,,,?-?,,SHOP,,24581,,4.5,,,,,,,,,,49.418768,44.918768,9,Inline,Continuous,Gate,False,,Manual,HandWheel,27,11.75,,,,,,
,"Ball Valve, Long Pattern, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BALL VALVE, LONG PATTERN, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A216 GR WPB, HAND LEVER, H=5 69/100"", W=10 1/2""",Ball Valve,CS300,"4""",6-P-1020,Long Pattern,"SKEY=VBFL,TYPE=VALVE",,FL,,RF,,,in,4,7740,2280,265.302927,300,,New,,,,,,,,?-?,,SHOP,,24582,,4.5,,,,,,,,,,267.552927,263.052927,12,Inline,Continuous,Ball,False,,Manual,HandLever,5.69,10.5,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 6"" ND, 300 LB, RF, ASME B16.10, 15 22/25"" LG, ASTM A216 GR WPB, HAND WHEEL, H=36"", W=19 1/2""",Gate Valve,CS300,"6""",6-P-1002,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,6,7689.7245,851,27.7245,300,,New,,,,,,,P,?-?,,SHOP,,24603,,6.625,,,,,,,,,,31.037,24.412,15.88,Inline,Continuous,Gate,False,,Manual,HandWheel,36,19.5,,,,,,
,"Check Valve, Swing, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB",ASME B16.10,,CS,ASTM A216 Gr WPB,"CHECK VALVE, SWING, 4"" ND, 300 LB, RF, ASME B16.10, 14"" LG, ASTM A216 GR WPB",Check Valve,CS300,"4""",6-P-1038,Swing,"SKEY=VCFL,TYPE=VALVE",,FL,0,RF,ASME B16.5,,in,4,7746.391598,2635.236458,35.3865,300,,New,,,,,,,,?-?,,SHOP,,24622,,4.5,,,,,,,,,,37.6365,33.1365,14,Inline,Continuous,Check,True,,,,,,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, FPT, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 1/2"" ND, 300 LB, FPT, ASME B16.10, 5 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=18"", W=9 3/4""",Gate Valve,CS300,"1/2""",6-P-1004,Solid Wedge,"SKEY=VTSC,TYPE=VALVE",,THDF,0.54,,,,in,0.5,8217.503881,1537.124993,11.996,300,,New,,,,,,,P,?-?,,SHOP,,24639,,0.84,,,,,,,,,,12.416,11.576,5.5,Inline,Continuous,Gate,False,,Manual,HandWheel,18,9.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 6"" ND, 300 LB, RF, ASME B16.10, 15 22/25"" LG, ASTM A216 GR WPB, HAND WHEEL, H=36"", W=19 1/2""",Gate Valve,CS300,"6""",6-P-1024,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,6,7369,808.431,24.9745,300,,New,,,,,,,,?-?,,SHOP,,24646,,6.625,,,,,,,,,,28.287,21.662,15.88,Inline,Continuous,Gate,False,,Manual,HandWheel,36,19.5,,,,,,
,"Ball Valve, Long Pattern, 150 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BALL VALVE, LONG PATTERN, 6"" ND, 150 LB, RF, ASME B16.10, 15 1/2"" LG, ASTM A216 GR WPB, HAND LEVER, H=7"", W=10 1/2""",Ball Valve,CS150,"6""",6-P-1019,Long Pattern,"SKEY=VBFL,TYPE=VALVE",,FL,,RF,,,in,6,7717.875902,3040,357.624224,150,,New,,,,,,,,?-?,,SHOP,,24715,,6.625,,,,,,,,,,360.936724,354.311724,15.5,Inline,Continuous,Ball,False,,Manual,HandLever,7,10.5,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 6"" ND, 300 LB, RF, ASME B16.10, 15 22/25"" LG, ASTM A216 GR WPB, HAND WHEEL, H=36"", W=19 1/2""",Gate Valve,CS300,"6""",6-P-1024,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,6,7369,922.431,24.9745,300,,New,,,,,,,,?-?,,SHOP,,24802,,6.625,,,,,,,,,,28.287,21.662,15.88,Inline,Continuous,Gate,False,,Manual,HandWheel,36,19.5,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 8"" ND, 300 LB, RF, ASME B16.10, 16 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=43"", W=23 1/2""",Gate Valve,CS300,"8""",6-P-1001,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,8,7254.391598,1831.236458,70.5278,300,,New,,,,,,,P,?-?,,SHOP,,24825,,8.625,,,,,,,,,,74.8403,66.2153,16.5,Inline,Continuous,Gate,False,,Manual,HandWheel,43,23.5,,,,,,
,"Gate Valve, Double Disc, 300 LB, RF, ASME B16.10, ASTM A 351 Gr CF8M, Hand Wheel",ASME B16.10,,CS,ASTM A 351 Gr CF8M,"GATE VALVE, DOUBLE DISC, 6"" ND, 300 LB, RF, ASME B16.10, 15 22/25"" LG, ASTM A 351 GR CF8M, HAND WHEEL, H=36"", W=19 1/2""",Gate Valve,CS300,"6""",6-P-1000,Double Disc,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,6,7205.521598,1860.090958,24,300,,New,,,,,,,P,?-?,,SHOP,,24837,,6.625,,,,,,,,,,27.3125,20.6875,15.88,Inline,Continuous,Gate,False,,Manual,HandWheel,36,19.5,,,,,,
,"Gate Valve, Solid Wedge, 150 LB, FPT, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 1/2"" ND, 150 LB, FPT, ASME B16.10, 4 1/4"" LG, ASTM A216 GR WPB, HAND WHEEL, H=15"", W=8""",Gate Valve,CS150,"1/2""",6-P-1011,Solid Wedge,"SKEY=VTSC,TYPE=VALVE",,THDF,0.54,,,,in,0.5,8185.275465,2011,15.125,150,,New,,,,,,,P,?-?,,SHOP,,24859,,0.84,,,,,,,,,,15.545,14.705,4.25,Inline,Continuous,Gate,False,,Manual,HandWheel,15,8,,,,,,
